v_ID,v_Frame_output,v_Vel_output,Frame_ID,v_Vel,v_Acc,Space_Headway,Time_Headway
477,1252,31.59,1251,35.0,0.1,130.2,3.72
456,1252,43.67,1251,40.0,0.0,72.14,1.8
477,1253,31.5,1252,35.0,-0.06,131.12,3.75
472,1253,34.99,1252,43.67,-11.2,42.3,0.97
456,1253,42.36,1252,40.0,0.0,72.34,1.81
456,1254,41.48,1253,40.0,0.0,72.64,1.82
477,1254,31.41,1253,34.99,-0.15,131.93,3.77
472,1254,34.98,1253,42.36,-11.2,41.99,0.99
456,1255,41.11,1254,40.0,0.0,73.03,1.83
477,1255,31.37,1254,34.98,-0.11,132.57,3.79
472,1255,34.98,1254,41.48,-5.83,41.85,1.01
477,1256,31.4,1255,34.98,0.0,133.16,3.81
472,1256,34.98,1255,41.11,-0.63,41.76,1.02
456,1256,40.98,1255,40.0,0.0,73.5,1.84
477,1257,31.32,1256,34.98,0.0,133.76,3.82
456,1257,40.72,1256,40.0,0.0,74.06,1.85
472,1257,34.97,1256,40.98,-0.38,41.66,1.02
477,1258,31.04,1257,34.97,-0.04,134.39,3.84
472,1258,34.97,1257,40.72,-4.85,41.54,1.02
456,1258,39.97,1257,40.0,0.0,74.67,1.87
477,1259,30.8,1258,34.97,-0.07,134.98,3.86
472,1259,34.98,1258,39.97,-10.2,41.45,1.04
456,1259,38.82,1258,40.0,0.0,75.31,1.88
456,1260,37.51,1259,40.0,0.0,75.95,1.9
472,1260,35.05,1259,38.82,-11.2,41.51,1.07
477,1260,30.79,1259,34.98,0.15,135.43,3.87
456,1261,36.25,1260,40.0,0.0,76.58,1.91
472,1261,35.19,1260,37.51,-11.2,41.69,1.11
477,1261,30.99,1260,35.05,1.06,135.75,3.87
456,1262,35.14,1261,40.0,0.0,77.22,1.93
472,1262,35.32,1261,36.25,-11.2,42.0,1.16
477,1262,31.32,1261,35.19,1.97,135.94,3.86
477,1263,31.66,1262,35.32,1.07,135.96,3.85
456,1263,34.27,1262,40.0,0.0,77.86,1.95
472,1263,35.27,1262,35.14,-9.92,42.44,1.21
477,1264,32.19,1263,35.27,-1.68,135.86,3.85
472,1264,35.04,1263,34.27,-7.78,42.99,1.25
456,1264,33.79,1263,39.98,-0.25,78.46,1.96
477,1265,33.03,1264,35.04,-3.57,135.68,3.87
472,1265,34.81,1264,33.79,-2.75,43.63,1.29
456,1265,33.97,1264,39.97,-0.07,79.02,1.98
472,1266,34.81,1265,33.97,5.86,44.31,1.3
477,1266,33.93,1265,34.81,-1.93,135.51,3.89
456,1266,34.97,1265,40.07,1.59,79.54,1.99
456,1267,36.56,1266,40.37,4.33,80.04,1.98
472,1267,35.04,1266,34.97,11.2,44.9,1.28
477,1267,34.6,1266,34.81,1.91,135.47,3.89
456,1268,38.28,1267,40.92,7.02,80.49,1.97
472,1268,35.27,1267,36.56,11.2,45.36,1.24
477,1268,34.93,1267,35.04,3.6,135.58,3.87
477,1269,35.01,1268,35.27,1.75,135.79,3.85
472,1269,35.33,1268,38.28,11.2,45.74,1.19
456,1269,39.65,1268,41.67,8.18,80.87,1.94
477,1270,34.99,1269,35.33,-1.0,136.12,3.85
456,1270,40.39,1269,42.4,6.9,81.15,1.91
472,1270,35.21,1269,39.65,11.03,46.07,1.16
477,1271,34.98,1270,35.21,-1.93,136.65,3.88
456,1271,40.52,1270,42.97,4.57,81.35,1.89
472,1271,35.06,1270,40.39,3.75,46.29,1.15
456,1272,40.33,1271,43.42,3.78,81.52,1.88
477,1272,34.98,1271,35.06,-1.06,137.24,3.91
472,1272,35.0,1271,40.52,-1.64,46.52,1.15
477,1273,34.97,1272,35.0,-0.17,137.8,3.94
456,1273,40.09,1272,43.96,6.21,81.71,1.86
472,1273,34.99,1272,40.33,-3.26,46.81,1.16
456,1274,39.96,1273,44.77,10.24,81.9,1.83
477,1274,34.96,1273,34.99,0.07,138.32,3.95
472,1274,34.99,1273,40.09,-1.77,47.2,1.18
472,1275,34.98,1274,39.96,-0.23,47.74,1.19
456,1275,39.96,1274,45.85,11.2,81.98,1.79
477,1275,34.98,1274,34.99,0.05,138.8,3.97
472,1276,34.97,1275,39.96,0.19,48.39,1.21
477,1276,35.13,1275,34.98,-0.25,139.29,3.98
456,1276,40.1,1275,46.92,10.13,81.91,1.75
472,1277,35.09,1276,40.1,2.05,49.18,1.23
477,1277,35.48,1276,34.97,-0.09,139.78,4.0
456,1277,40.53,1276,47.72,5.96,81.66,1.71
477,1278,35.98,1277,35.09,2.05,140.29,4.0
472,1278,35.51,1277,40.53,6.25,50.02,1.23
456,1278,41.36,1277,48.07,1.08,81.32,1.69
472,1279,36.22,1278,41.36,10.69,50.81,1.23
477,1279,36.43,1278,35.51,5.88,140.85,3.97
456,1279,42.5,1278,47.96,-3.38,80.96,1.69
472,1280,36.98,1279,42.5,11.2,51.42,1.21
477,1280,36.63,1279,36.22,9.05,141.49,3.91
456,1280,43.62,1279,47.46,-6.86,80.66,1.7
456,1281,44.45,1280,46.71,-8.54,80.44,1.72
472,1281,37.46,1280,43.62,10.56,51.84,1.19
477,1281,36.58,1280,36.98,7.17,142.12,3.84
477,1282,36.41,1281,37.46,2.71,142.8,3.81
456,1282,44.98,1281,45.94,-7.46,80.31,1.75
472,1282,37.79,1281,44.45,6.3,52.02,1.17
477,1283,36.23,1282,37.79,2.21,143.53,3.8
456,1283,45.37,1282,45.36,-4.37,80.25,1.77
472,1283,38.22,1282,44.98,3.42,52.05,1.16
477,1284,36.05,1283,38.22,5.67,144.27,3.77
456,1284,45.86,1283,45.06,-1.39,80.21,1.78
472,1284,38.84,1283,45.37,3.76,52.03,1.15
472,1285,39.52,1284,45.86,6.13,51.98,1.13
477,1285,35.9,1284,38.84,8.36,144.99,3.73
456,1285,46.51,1284,44.97,0.07,80.19,1.78
472,1286,39.92,1285,46.51,7.23,51.87,1.12
477,1286,35.99,1285,39.52,5.91,145.65,3.69
456,1286,47.12,1285,44.98,0.17,80.18,1.78
456,1287,47.55,1286,44.97,-0.27,80.17,1.78
472,1287,40.03,1286,47.12,5.6,51.67,1.1
477,1287,36.52,1286,39.92,1.69,146.34,3.67
477,1288,37.5,1287,40.03,-0.08,147.08,3.67
472,1288,40.02,1287,47.55,2.88,51.41,1.08
456,1288,47.75,1287,44.96,-0.06,80.18,1.78
456,1289,47.76,1288,45.07,1.73,80.23,1.78
472,1289,40.0,1288,47.75,0.84,51.11,1.07
477,1289,38.61,1288,40.02,-0.26,147.86,3.69
477,1290,39.45,1289,40.0,0.0,148.66,3.72
472,1290,40.0,1289,47.76,-0.59,50.82,1.06
456,1290,47.57,1289,45.37,4.25,80.35,1.77
456,1291,47.14,1290,45.85,5.97,80.51,1.76
472,1291,40.0,1290,47.57,-2.79,50.58,1.06
477,1291,39.9,1290,40.0,0.0,149.44,3.74
472,1292,40.0,1291,47.14,-5.94,50.43,1.07
477,1292,40.02,1291,40.0,0.0,150.21,3.76
456,1292,46.47,1291,46.4,5.32,80.69,1.74
477,1293,40.01,1292,40.0,0.0,150.9,3.77
472,1293,40.0,1292,46.47,-7.87,50.42,1.09
456,1293,45.77,1292,46.74,1.83,80.89,1.73
472,1294,40.0,1293,45.77,-6.72,50.53,1.1
477,1294,39.99,1293,40.0,0.0,151.51,3.79
456,1294,45.26,1293,46.69,-2.63,81.14,1.74
477,1295,39.99,1294,40.0,0.0,152.03,3.8
456,1295,45.02,1294,46.34,-5.16,81.46,1.76
472,1295,40.0,1294,45.26,-3.64,50.68,1.12
472,1296,40.0,1295,45.02,-0.93,50.79,1.13
477,1296,39.9,1295,40.0,0.0,152.52,3.81
456,1296,44.96,1295,46.01,-2.62,81.82,1.78
477,1297,39.68,1296,40.0,0.0,153.01,3.83
472,1297,40.0,1296,44.96,0.21,50.85,1.13
456,1297,44.98,1296,46.05,3.32,82.16,1.78
456,1298,44.99,1297,46.45,5.87,82.39,1.77
477,1298,39.52,1297,40.0,0.0,153.51,3.84
472,1298,40.0,1297,44.98,0.16,50.96,1.13
456,1299,44.99,1298,46.88,3.71,82.52,1.76
477,1299,39.52,1298,40.0,0.0,154.01,3.85
472,1299,40.0,1298,44.99,0.0,51.14,1.14
477,1300,39.68,1299,40.0,0.0,154.5,3.86
472,1300,40.0,1299,44.99,0.0,51.37,1.14
456,1300,44.99,1299,47.16,1.02,82.61,1.75
472,1301,40.0,1300,44.99,0.0,51.6,1.15
456,1301,44.98,1300,47.27,0.54,82.72,1.75
477,1301,39.9,1300,40.0,0.0,155.0,3.88
472,1302,40.0,1301,44.98,-0.14,51.82,1.15
456,1302,45.03,1301,47.32,1.12,82.89,1.75
477,1302,40.0,1301,40.0,0.0,155.5,3.89
477,1303,40.0,1302,40.0,0.0,155.99,3.9
472,1303,40.0,1302,45.03,0.8,52.07,1.16
456,1303,45.25,1302,47.42,0.8,83.1,1.75
477,1304,40.0,1303,40.0,0.0,156.49,3.91
456,1304,45.71,1303,47.57,1.6,83.35,1.75
472,1304,40.0,1303,45.25,3.19,52.32,1.16
472,1305,40.0,1304,45.71,6.18,52.54,1.15
456,1305,46.33,1304,47.88,4.41,83.61,1.75
477,1305,40.0,1304,40.0,0.0,157.01,3.93
477,1306,40.0,1305,40.0,0.0,157.6,3.94
456,1306,46.8,1305,48.42,6.85,83.83,1.73
472,1306,40.0,1305,46.33,6.92,52.74,1.14
456,1307,46.91,1306,49.08,6.83,83.95,1.71
477,1307,40.0,1306,40.0,0.0,158.29,3.96
472,1307,40.0,1306,46.8,3.31,52.93,1.13
472,1308,40.0,1307,46.91,-1.29,53.16,1.13
477,1308,40.0,1307,40.0,0.0,159.02,3.98
456,1308,46.78,1307,49.62,4.37,83.99,1.69
472,1309,40.0,1308,46.78,-2.57,53.46,1.14
477,1309,40.0,1308,40.0,0.0,159.72,3.99
456,1309,46.8,1308,49.93,1.58,83.99,1.68
472,1310,39.98,1309,46.8,2.06,53.84,1.15
477,1310,39.98,1309,40.0,0.0,160.35,4.01
456,1310,47.27,1309,50.02,-0.08,83.98,1.68
477,1311,39.97,1310,39.98,-0.26,161.0,4.03
456,1311,47.94,1310,50.01,-0.31,83.97,1.68
472,1311,39.97,1310,47.27,7.76,54.19,1.15
477,1312,40.1,1311,39.97,-0.08,161.77,4.05
456,1312,48.42,1311,49.98,-0.14,83.98,1.68
472,1312,40.1,1311,47.94,7.38,54.42,1.14
456,1313,48.64,1312,49.97,-0.18,83.98,1.68
477,1313,40.51,1312,40.1,2.06,162.65,4.06
472,1313,40.53,1312,48.42,2.78,54.57,1.13
456,1314,48.8,1313,49.93,-0.42,83.98,1.68
472,1314,41.36,1313,48.64,0.0,54.69,1.12
477,1314,41.23,1313,40.53,6.27,163.53,4.03
456,1315,49.15,1314,49.91,-0.22,83.99,1.68
472,1315,42.5,1314,48.8,2.4,54.82,1.12
477,1315,42.08,1314,41.36,10.69,164.33,3.97
456,1316,49.61,1315,50.03,2.15,84.02,1.68
477,1316,42.8,1315,42.5,11.2,165.01,3.88
472,1316,43.64,1315,49.15,5.44,54.93,1.12
477,1317,43.31,1316,43.64,10.87,165.65,3.8
472,1317,44.49,1316,49.61,4.48,54.97,1.11
456,1317,49.92,1316,50.49,6.61,84.03,1.66
477,1318,43.73,1317,44.49,6.46,166.2,3.74
472,1318,44.93,1317,49.92,1.68,55.02,1.1
456,1318,50.02,1317,51.35,11.03,83.98,1.64
477,1319,44.19,1318,44.93,1.96,166.7,3.71
472,1319,45.09,1318,50.02,-0.14,55.2,1.1
456,1319,50.0,1318,52.51,11.2,83.78,1.6
477,1320,44.62,1319,45.09,0.53,167.19,3.71
456,1320,50.02,1319,53.66,10.67,83.47,1.56
472,1320,45.28,1319,50.0,-0.35,55.5,1.11
472,1321,45.69,1320,50.02,0.53,55.96,1.12
456,1321,50.15,1320,54.48,6.22,83.03,1.52
477,1321,44.92,1320,45.28,2.68,167.68,3.7
472,1322,46.27,1321,50.15,1.94,56.47,1.13
456,1322,50.42,1321,54.91,1.99,82.52,1.5
477,1322,45.03,1321,45.69,5.7,168.16,3.68
456,1323,50.8,1322,55.05,0.09,82.0,1.49
477,1323,45.01,1322,46.27,6.62,168.58,3.64
472,1323,46.84,1322,50.42,3.54,56.97,1.13
456,1324,51.17,1323,55.04,-0.19,81.49,1.48
477,1324,45.0,1323,46.84,5.03,168.97,3.61
472,1324,47.24,1323,50.8,4.34,57.43,1.13
456,1325,51.43,1324,54.93,-1.59,80.98,1.47
477,1325,45.0,1324,47.24,2.84,169.35,3.58
472,1325,47.42,1324,51.17,3.43,57.83,1.13
456,1326,51.63,1325,54.62,-4.38,80.48,1.47
477,1326,45.0,1325,47.42,0.74,169.74,3.58
472,1326,47.34,1325,51.43,1.77,58.19,1.13
472,1327,46.96,1326,51.63,1.74,58.5,1.13
477,1327,45.0,1326,47.34,-2.07,170.13,3.59
456,1327,51.96,1326,54.07,-7.09,80.02,1.48
472,1328,46.34,1327,51.96,4.23,58.71,1.13
477,1328,45.0,1327,46.96,-5.47,170.54,3.63
456,1328,52.54,1327,53.39,-6.92,79.65,1.49
456,1329,53.35,1328,52.96,-2.7,79.37,1.5
477,1329,45.0,1328,46.34,-7.54,171.05,3.69
472,1329,45.67,1328,52.54,7.64,58.8,1.12
472,1330,45.19,1329,53.35,9.11,58.76,1.1
456,1330,54.16,1329,52.97,2.98,79.12,1.49
477,1330,44.99,1329,45.67,-6.38,171.74,3.76
456,1331,54.73,1330,53.31,5.21,78.83,1.48
477,1331,44.98,1330,45.19,-3.34,172.62,3.82
472,1331,44.97,1330,54.16,7.59,58.67,1.08
456,1332,54.9,1331,53.56,0.99,78.44,1.46
472,1332,45.01,1331,54.73,4.02,58.57,1.07
477,1332,45.05,1331,44.97,-0.67,173.61,3.86
456,1333,54.66,1332,53.38,-5.03,78.05,1.46
472,1333,45.23,1332,54.9,-0.55,58.45,1.06
477,1333,45.31,1332,45.01,1.36,174.65,3.88
472,1334,45.52,1333,54.66,-4.56,58.25,1.07
477,1334,45.82,1333,45.23,2.97,175.67,3.88
456,1334,54.08,1333,52.92,-5.8,77.74,1.47
456,1335,53.33,1334,52.7,0.24,77.54,1.47
477,1335,46.51,1334,45.52,3.32,176.6,3.88
472,1335,45.71,1334,54.08,-7.19,58.02,1.07
456,1336,52.59,1335,53.03,7.09,77.33,1.46
472,1336,45.67,1335,53.33,-8.18,57.87,1.09
477,1336,47.16,1335,45.71,1.15,177.4,3.88
456,1337,52.06,1336,53.67,7.45,77.0,1.43
477,1337,47.61,1336,45.67,-2.19,178.08,3.9
472,1337,45.41,1336,52.59,-6.9,57.91,1.1
477,1338,47.82,1337,45.41,-3.54,178.72,3.94
472,1338,45.14,1337,52.06,-4.05,58.14,1.12
456,1338,51.75,1337,54.08,1.64,76.58,1.42
456,1339,51.55,1338,54.04,-3.49,76.13,1.41
472,1339,44.99,1338,51.75,-1.65,58.43,1.13
477,1339,47.83,1338,45.14,-2.33,179.38,3.97
456,1340,51.35,1339,53.8,-2.72,75.69,1.41
477,1340,47.61,1339,44.99,-0.47,180.05,4.0
472,1340,44.97,1339,51.55,-1.73,58.65,1.14
456,1341,51.2,1340,53.8,2.43,75.22,1.4
472,1341,44.99,1340,51.35,-2.63,58.83,1.15
477,1341,47.12,1340,44.97,0.34,180.71,4.02
477,1342,46.59,1341,44.99,0.15,181.33,4.03
456,1342,51.22,1341,54.24,6.97,74.69,1.38
472,1342,45.0,1341,51.2,-1.09,59.07,1.15
477,1343,46.38,1342,45.0,-0.03,181.92,4.04
472,1343,45.0,1342,51.22,1.47,59.42,1.16
456,1343,51.29,1342,54.99,8.55,74.12,1.35
477,1344,46.6,1343,45.0,0.0,182.55,4.06
456,1344,51.2,1343,55.84,8.58,73.52,1.32
472,1344,44.94,1343,51.29,1.18,59.84,1.17
477,1345,46.92,1344,44.94,-1.02,183.2,4.08
472,1345,44.79,1344,51.2,-2.51,60.32,1.18
456,1345,50.85,1344,56.6,6.89,72.88,1.29
477,1346,46.83,1345,44.79,-1.88,183.84,4.1
472,1346,44.69,1345,50.85,-5.45,60.91,1.2
456,1346,50.37,1345,57.07,3.04,72.18,1.26
456,1347,50.05,1346,57.19,-0.84,71.42,1.25
477,1347,46.25,1346,44.69,-0.9,184.43,4.13
472,1347,44.69,1346,50.37,-4.73,61.6,1.22
456,1348,50.05,1347,57.0,-3.65,70.68,1.24
472,1348,44.79,1347,50.05,-1.74,62.34,1.25
477,1348,45.54,1347,44.69,0.9,184.97,4.14
456,1349,50.36,1348,56.58,-4.49,70.03,1.24
472,1349,44.94,1348,50.05,1.77,63.06,1.26
477,1349,45.09,1348,44.79,1.89,185.48,4.14
472,1350,45.0,1349,50.36,4.47,63.69,1.26
456,1350,50.83,1349,56.22,-3.36,69.52,1.24
477,1350,44.96,1349,44.94,1.01,185.98,4.14
456,1351,51.28,1350,56.08,-0.06,69.16,1.23
472,1351,45.0,1350,50.83,5.45,64.22,1.26
477,1351,44.98,1350,45.0,0.0,186.52,4.14
456,1352,51.57,1351,56.34,5.38,68.9,1.22
477,1352,45.0,1351,45.0,0.0,187.14,4.16
472,1352,45.0,1351,51.28,4.01,64.68,1.26
472,1353,44.98,1352,51.57,1.62,65.14,1.26
456,1353,51.76,1352,57.06,9.44,68.61,1.2
477,1353,45.0,1352,45.0,0.0,187.81,4.17
472,1354,44.97,1353,51.76,1.57,65.72,1.27
456,1354,52.06,1353,58.04,10.64,68.18,1.17
477,1354,45.0,1353,44.98,-0.25,188.47,4.19
456,1355,52.59,1354,58.97,8.56,67.53,1.15
477,1355,45.0,1354,44.97,-0.07,189.14,4.21
472,1355,45.1,1354,52.06,4.05,66.42,1.28
472,1356,45.53,1355,52.59,6.89,67.19,1.28
456,1356,53.32,1355,59.52,3.08,66.67,1.12
477,1356,45.0,1355,45.1,2.09,189.87,4.21
472,1357,46.32,1356,53.32,8.16,67.91,1.27
456,1357,54.07,1356,59.56,-2.5,65.71,1.1
477,1357,45.0,1356,45.53,6.19,190.66,4.19
472,1358,47.28,1357,54.07,7.03,68.49,1.27
456,1358,54.65,1357,59.3,-4.13,64.75,1.09
477,1358,44.94,1357,46.32,10.03,191.48,4.13
477,1359,44.81,1358,47.28,10.12,192.26,4.07
456,1359,55.02,1358,59.1,-0.67,63.85,1.08
472,1359,48.01,1358,54.65,4.81,68.92,1.26
472,1360,48.23,1359,55.02,2.47,69.29,1.26
456,1360,55.17,1359,59.27,4.51,62.97,1.06
477,1360,44.71,1359,48.01,5.26,192.95,4.02
477,1361,44.71,1360,48.23,-1.0,193.62,4.01
472,1361,48.01,1360,55.17,0.33,69.68,1.26
456,1361,55.16,1360,59.92,8.74,62.06,1.04
477,1362,44.8,1361,48.01,-4.35,194.3,4.05
472,1362,47.65,1361,55.16,-0.68,70.18,1.27
456,1362,55.09,1361,61.0,11.2,61.03,1.0
477,1363,44.94,1362,47.65,-3.47,195.04,4.09
456,1363,55.03,1362,62.36,11.2,59.84,0.96
472,1363,47.48,1362,55.09,-0.87,70.84,1.29
456,1364,55.0,1363,63.72,11.2,58.51,0.92
472,1364,47.66,1363,55.03,-0.45,71.63,1.3
477,1364,45.0,1363,47.48,0.0,195.82,4.12
456,1365,55.0,1364,64.75,7.67,57.04,0.88
472,1365,48.14,1364,55.0,0.0,72.59,1.32
477,1365,45.0,1364,47.66,3.56,196.59,4.12
456,1366,55.0,1365,65.2,0.8,55.48,0.85
472,1366,48.78,1365,55.0,0.0,73.65,1.34
477,1366,45.0,1365,48.14,6.16,197.32,4.1
477,1367,44.98,1366,48.78,7.12,197.98,4.06
456,1367,55.0,1366,65.03,-4.4,53.92,0.83
472,1367,49.39,1366,55.0,0.0,74.71,1.36
456,1368,54.98,1367,64.45,-7.51,52.42,0.81
477,1368,44.97,1367,49.39,5.58,198.56,4.02
472,1368,49.81,1367,55.0,0.0,75.71,1.38
477,1369,45.07,1368,49.81,2.83,199.08,4.0
472,1369,50.0,1368,54.98,-0.28,76.63,1.39
456,1369,54.98,1368,63.66,-8.69,51.0,0.8
477,1370,45.38,1369,50.0,0.62,199.56,3.99
472,1370,50.03,1369,54.98,0.05,77.45,1.41
456,1370,55.14,1369,62.89,-7.26,49.69,0.79
477,1371,45.95,1370,50.03,-0.26,200.04,4.0
472,1371,50.01,1370,55.14,2.52,78.2,1.42
456,1371,55.62,1370,62.31,-4.46,48.45,0.78
472,1372,50.0,1371,55.62,6.92,78.89,1.42
477,1372,46.65,1371,50.01,-0.14,200.53,4.01
456,1372,56.51,1371,61.98,-1.9,47.26,0.76
456,1373,57.71,1372,49.97,-0.07,106.1,2.12
477,1373,47.24,1372,50.0,0.0,201.1,4.02
472,1373,50.0,1372,56.51,11.2,125.58,2.22
456,1374,58.89,1373,50.1,2.06,106.62,2.13
477,1374,47.54,1373,50.0,0.0,201.82,4.04
472,1374,50.0,1373,57.71,11.2,124.85,2.16
456,1375,59.64,1374,50.54,6.26,107.12,2.12
477,1375,47.53,1374,50.0,0.0,202.64,4.05
472,1375,50.0,1374,58.89,11.1,124.02,2.11
456,1376,59.79,1375,51.37,10.69,107.55,2.09
472,1376,50.0,1375,59.64,4.78,123.09,2.06
477,1376,47.31,1375,50.0,0.0,203.63,4.07
456,1377,59.48,1376,52.5,11.2,107.86,2.05
472,1377,50.0,1376,59.79,-2.11,122.24,2.04
477,1377,47.15,1376,50.0,0.0,204.66,4.09
472,1378,50.0,1377,59.48,-5.53,121.56,2.04
477,1378,47.3,1377,50.0,0.0,205.66,4.11
456,1378,58.96,1377,53.63,10.69,108.09,2.02
472,1379,50.0,1378,58.96,-5.08,121.08,2.05
477,1379,47.81,1378,50.0,0.0,206.58,4.13
456,1379,58.47,1378,54.46,6.25,108.26,1.99
472,1380,50.0,1379,58.47,-4.22,120.72,2.06
456,1380,58.01,1379,54.9,2.06,108.46,1.98
477,1380,48.54,1379,50.0,0.0,207.44,4.15
456,1381,57.51,1380,55.03,-0.06,108.74,1.98
477,1381,49.25,1380,50.0,0.0,208.27,4.17
472,1381,50.0,1380,58.01,-4.93,120.41,2.08
456,1382,57.06,1381,55.02,-0.25,109.14,1.98
477,1382,49.72,1381,50.0,0.0,209.05,4.18
472,1382,50.0,1381,57.51,-5.26,120.14,2.09
477,1383,49.95,1382,50.0,0.0,209.77,4.2
472,1383,50.0,1382,57.06,-4.15,119.91,2.1
456,1383,56.64,1382,55.05,0.84,109.6,1.99
477,1384,50.02,1383,50.0,0.0,210.45,4.21
472,1384,50.0,1383,56.64,-3.86,119.73,2.11
456,1384,56.16,1383,55.17,1.59,110.05,1.99
456,1385,55.65,1384,55.26,0.77,110.4,2.0
472,1385,50.0,1384,56.16,-5.17,119.61,2.13
477,1385,50.01,1384,50.0,0.0,211.1,4.22
456,1386,55.21,1385,55.26,-0.76,110.7,2.0
472,1386,50.0,1385,55.65,-5.69,119.56,2.15
477,1386,50.0,1385,50.0,-0.02,211.7,4.23
456,1387,54.97,1386,55.18,-1.59,111.03,2.01
472,1387,50.0,1386,55.21,-3.76,119.56,2.17
477,1387,50.0,1386,50.0,-0.02,212.22,4.24
477,1388,50.0,1387,50.0,0.0,212.7,4.25
472,1388,50.0,1387,54.97,-0.7,119.58,2.18
456,1388,54.94,1387,55.05,-0.85,111.43,2.02
477,1389,50.0,1388,50.0,0.0,213.19,4.26
472,1389,50.0,1388,54.94,0.62,119.6,2.18
456,1389,54.99,1388,55.0,0.0,111.93,2.04
472,1390,50.0,1389,54.99,0.28,119.6,2.17
456,1390,55.0,1389,55.0,0.0,112.51,2.05
477,1390,49.99,1389,50.0,0.0,213.69,4.27
456,1391,55.0,1390,55.0,0.0,113.16,2.06
472,1391,50.0,1390,55.0,0.0,119.6,2.17
477,1391,49.97,1390,50.0,0.0,214.19,4.28
477,1392,50.08,1391,50.0,0.0,214.69,4.29
472,1392,50.0,1391,55.0,0.0,119.6,2.17
456,1392,55.0,1391,55.0,0.0,113.82,2.07
456,1393,55.0,1392,55.0,0.0,114.38,2.08
472,1393,50.0,1392,55.0,0.0,119.6,2.17
477,1393,50.39,1392,50.0,0.0,215.19,4.3
456,1394,55.0,1393,55.0,0.0,114.81,2.09
477,1394,50.85,1393,50.0,0.0,215.69,4.31
472,1394,50.0,1393,55.0,0.0,119.6,2.17
456,1395,55.0,1394,55.0,0.0,115.08,2.09
477,1395,51.22,1394,50.0,0.0,216.19,4.32
472,1395,50.0,1394,55.0,0.0,119.6,2.17
477,1396,51.22,1395,50.0,-0.03,216.69,4.33
472,1396,50.0,1395,55.0,0.02,119.6,2.17
456,1396,55.0,1395,55.0,0.0,115.32,2.1
477,1397,50.86,1396,50.0,0.0,217.19,4.34
472,1397,50.03,1396,55.0,0.0,119.6,2.17
456,1397,55.0,1396,55.0,0.0,115.63,2.1
472,1398,50.1,1397,55.0,0.0,119.6,2.17
456,1398,55.0,1397,55.0,0.0,116.06,2.11
477,1398,50.39,1397,50.03,0.52,217.69,4.35
477,1399,50.08,1398,50.1,0.98,218.19,4.36
472,1399,50.16,1398,55.0,-0.02,119.6,2.17
456,1399,55.0,1398,55.0,0.0,116.57,2.12
472,1400,50.16,1399,55.0,0.0,119.6,2.17
456,1400,55.0,1399,55.0,0.0,117.09,2.13
477,1400,49.97,1399,50.16,0.47,218.67,4.36
477,1401,49.98,1400,50.16,-0.46,219.15,4.37
456,1401,55.0,1400,55.0,0.0,117.59,2.14
472,1401,50.11,1400,55.0,0.0,119.6,2.17
472,1402,50.03,1401,55.0,0.0,119.6,2.17
477,1402,50.0,1401,50.11,-0.96,219.63,4.38
456,1402,55.0,1401,55.0,0.0,118.09,2.15
477,1403,50.0,1402,50.03,-0.51,220.13,4.4
456,1403,55.0,1402,55.0,0.0,118.57,2.16
472,1403,50.0,1402,55.0,0.0,119.6,2.17
456,1404,55.05,1403,55.0,0.0,119.09,2.17
472,1404,50.0,1403,55.0,0.0,119.6,2.17
477,1404,50.0,1403,50.0,0.0,220.63,4.41
472,1405,50.0,1404,55.05,0.8,119.6,2.17
477,1405,50.0,1404,50.0,0.0,221.12,4.42
456,1405,55.17,1404,54.99,-0.11,119.67,2.18
456,1406,55.25,1405,54.91,-1.32,120.28,2.19
477,1406,50.0,1405,50.0,0.0,221.63,4.43
472,1406,50.0,1405,55.17,1.52,119.6,2.17
456,1407,55.25,1406,54.77,-1.67,120.94,2.21
472,1407,50.01,1406,55.25,0.74,119.56,2.16
477,1407,50.0,1406,50.0,0.0,222.16,4.44
472,1408,50.02,1407,55.25,-0.72,119.47,2.16
477,1408,50.0,1407,50.01,0.22,222.7,4.45
456,1408,55.19,1407,54.81,1.32,121.63,2.22
477,1409,50.01,1408,50.02,0.09,223.22,4.46
472,1409,49.93,1408,55.19,-1.28,119.4,2.16
456,1409,55.07,1408,55.16,5.77,122.36,2.22
456,1410,54.93,1409,55.79,8.04,123.07,2.21
472,1410,49.69,1409,55.07,-0.86,119.42,2.17
477,1410,50.02,1409,49.93,-1.56,223.72,4.48
472,1411,49.45,1410,54.93,-1.45,119.55,2.18
456,1411,54.75,1410,56.47,5.99,123.7,2.19
477,1411,49.95,1410,49.69,-3.37,224.23,4.51
456,1412,54.59,1411,56.9,2.51,124.3,2.18
472,1412,49.49,1411,54.75,-2.46,119.76,2.19
477,1412,49.71,1411,49.45,-2.31,224.77,4.55
472,1413,49.98,1412,54.59,-1.39,120.02,2.2
456,1413,54.62,1412,57.03,0.0,124.96,2.19
477,1413,49.29,1412,49.49,2.43,225.33,4.55
456,1414,54.91,1413,56.9,-2.52,125.65,2.21
472,1414,50.79,1413,54.62,1.85,120.31,2.2
477,1414,48.93,1413,49.98,7.88,225.83,4.52
456,1415,55.25,1414,56.54,-4.86,126.35,2.23
472,1415,51.54,1414,54.91,4.36,120.55,2.2
477,1415,48.88,1414,50.79,9.35,226.26,4.45
456,1416,55.4,1415,56.02,-5.92,127.03,2.27
